1301,台塑,9.12
3045,台灣大,7.78
3231,緯創,6.57
2324,仁寶,6.21
2356,英業達,5
2301,光寶科,4.62
2357,華碩,4.51
1102,亞泥,4.37
2385,群光,2.96
6176,瑞儀,2.52
9939,宏全,2.21
2903,遠百,2.1
2451,創見,1.97
3702,大聯大,1.97
3044,健鼎,1.91
9917,中保科,1.9
5522,遠雄,1.83
6412,群電,1.36
2382,廣達,1.35
2303,聯電,1.27
2454,聯發科,1.24
2449,京元電子,1.21
5434,崇越,1.15
2606,裕民,1.11
4938,和碩,1.1
6239,力成,1.1
2377,微星,1.09
2353,宏碁,1.07
8150,南茂,1.06
2006,東和鋼鐵,1.05
6257,矽格,1.02
2504,國產,0.99
4915,致伸,0.95
6278,台表科,0.95
3711,日月光投控,0.94
3036,文曄,0.91
2881,富邦金,0.9
3042,晶技,0.9
2885,元大金,0.89
2015,豐興,0.88
3010,華立,0.87
9904,寶成,0.86
1409,新纖,0.84
5306,桂盟,0.82
4958,臻鼎-KY,0.78
6269,台郡,0.78
6456,GIS-KY,0.73
2883,開發金,0.62
2597,潤弘,0.39
2888,新光金,0.23
TX,臺股期貨,0.39
